Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Levels,Final_JLPT_Level
3723.0,抵抗,49207.0,0,1,N3,"['resistance', 'opposition', 'standing up to']",,N3
3724.0,ねん,49199.0,0,0,,"['sense', 'idea', 'thought', 'feeling']",,
3725.0,いれ,49115.0,0,0,,"['container', 'receptacle', 'case', 'bag', 'pouch', 'box', 'holder']",,
3726.0,功,49095.0,0,0,,"['merit', 'success', 'meritorious deed']",,
3727.0,循環,49070.0,0,1,N2,"['circulation', 'rotation', 'cycle', 'loop']",,N2
3728.0,夫婦,49067.0,0,1,N3,"['married couple', 'husband and wife', 'man and wife']",,N3
3729.0,発達,49048.0,0,1,N3,"['development', 'growth']",,N3
3730.0,キャスター,49030.0,0,0,,['caster'],,
3731.0,賢,48993.0,0,0,,"['yours sincerely', 'respectfully yours']",,
3732.0,走行,48991.0,0,1,N1,"['running (of a car, bus, etc.)', 'traveling', 'travelling']",,N1
3733.0,舎,48959.0,0,0,,"['hut', 'house']",,
3734.0,業者,48945.0,0,1,N1,"['trader', 'dealer', 'businessperson', 'company', 'vendor', 'supplier', 'manufacturer', 'maker', 'contractor']",,N1
3735.0,自殺,48942.0,0,1,N3,['suicide'],,N3
3736.0,枝,48932.0,1,1,N4,"['branch', 'bough', 'limb', 'twig', 'sprig', 'spray']",,N4
3737.0,黄金,48900.0,0,1,N1,['gold (Au)'],,N1
3738.0,カタカナ,48893.0,1,0,,"['katakana', 'angular Japanese syllabary used primarily for loanwords']",,
3739.0,サウンド,48866.0,0,0,,['sound'],,
3740.0,自宅,48829.0,0,0,,"[""one's home"", ""one's house""]",,
3741.0,アルファベット,48823.0,0,0,,['alphabet'],,
3742.0,衆,48811.0,0,1,N1,"['great numbers (of people)', 'numerical superiority', 'masses']",,N1
3743.0,ディスク,48804.0,0,0,,"['disk', 'disc']",,
3744.0,急,48787.0,1,1,N4,"['sudden', 'abrupt', 'unexpected']",,N4
3745.0,中華,48785.0,0,0,,['China'],,
3746.0,コンテンツ,48782.0,0,0,,"['contents', 'content']",,
3747.0,京都大,48777.0,0,0,,['Kyoto University'],,
3748.0,しょ,48776.0,1,0,,"['various', 'many', 'several']",,
3749.0,触れ,48754.0,0,0,,"['proclamation', 'official notice']",,
3750.0,合流,48738.0,0,1,N2,"['confluence (of rivers)', 'flowing together', 'joining']",,N2
3751.0,競輪,48737.0,0,0,,"['keirin', 'cycle racing event, usu. 2 km with a paced start and sprint finish']",,
3752.0,瞳,48736.0,0,1,N2,['pupil (of the eye)'],,N2
3753.0,多様,48735.0,0,1,N1,"['diverse', 'varied']",,N1
3754.0,構想,48721.0,0,1,N1,"['plan', 'plot', 'idea', 'conception', 'vision', 'scheme']",,N1
3755.0,意,48714.0,0,0,,"['feelings', 'thoughts']",,
3756.0,堀,48712.0,0,1,N2,"['moat', 'fosse']",,N2
3757.0,せん,48687.0,1,0,,"['thousand', '1,000']",,
3758.0,東方,48662.0,0,0,,['eastern direction'],,
3759.0,すぎる,48655.0,0,1,N5,"['to pass through', 'to pass by', 'to go beyond']",,N5
3760.0,速,48651.0,0,0,,"['gear', 'speed (e.g. 4-speed transmission)']",,
3761.0,ひとり,48648.0,0,0,,['one person'],,
3762.0,祖,48630.0,0,0,,"['parent', 'parents', 'mother and father']",,
3763.0,柴田,48618.0,0,0,,['Shibata Gakuen University'],,
3764.0,ホワイト,48589.0,0,0,,['white'],,
3765.0,秦,48582.0,0,0,,"['Qin dynasty (of China; 221-207 BCE)', ""Ch'in dynasty""]",,
3766.0,若い,48579.0,0,1,N5,"['young', 'youthful']",,N5
3767.0,高木,48571.0,0,0,,['tall tree'],,
3768.0,ポスト,48568.0,1,0,,"['postbox', 'mailbox', 'mail box', 'pillar box']",,
3769.0,したがっ,48555.0,0,0,,"['therefore', 'consequently', 'accordingly']",,
3770.0,ナレーション,48544.0,0,0,,['narration'],,
3771.0,意思,48507.0,1,1,N3,"['intention', 'wish', 'purpose', 'mind (to do)']",,N3
3772.0,盛,48483.0,0,0,,"['serving (of food)', 'helping']",,
3773.0,シ,48468.0,0,0,,"['ti (7th note of a major scale in movable-do solfège)', 'si']",,
3774.0,福山,48462.0,0,0,,['Fukuyama Heisei University'],,
3775.0,諸国,48406.0,0,0,,"['various countries', 'various regions', 'various provinces']",,
3776.0,電動,48385.0,0,0,,"['electrically powered', 'electric']",,
3777.0,さま,48369.0,0,0,,"['Mr', 'Mrs', 'Miss', 'Ms']",,
3778.0,ジェームズ,48357.0,0,0,,"['James, Viscount Severn']",,
3779.0,駆動,48357.0,0,0,,"['drive', 'driving (force)']",,
3780.0,霧,48336.0,1,1,N3,"['fog', 'mist']",,N3
3781.0,日本テレビ放送網,48332.0,0,0,,['Nippon Television Network'],,
3782.0,べく,48330.0,0,0,,"['in order to', 'for the purpose of']",,
3783.0,中華民国,48313.0,0,0,,"['Republic of China', 'ROC', 'Taiwan']",,
3784.0,通学,48306.0,0,1,N3,"['commuting to school', 'school commute']",,N3
3785.0,博多,48304.0,0,0,,['Hakata (old but still commonly used name for Fukuoka)'],,
3786.0,房,48292.0,0,0,,"['tuft (of hair, threads, etc.)', 'fringe', 'tassel']",,
3787.0,改修,48264.0,0,1,N1,"['repair', 'improvement']",,N1
3788.0,実況,48261.0,0,0,,"['actual state (of things)', 'actual conditions', 'actual scene']",,
3789.0,紫,48258.0,1,1,N2,"['purple', 'violet']",,N2
3790.0,総理,48249.0,0,0,,"['prime minister (as the head of a cabinet government)', 'premier']",,
3791.0,いま,48247.0,1,0,,"['living room (Western style)', 'sitting room']",,
3792.0,義務,48223.0,0,1,N3,"['duty', 'obligation', 'responsibility']",,N3
3793.0,課長,48216.0,0,1,N4,"['section manager', 'section chief']",,N4
3794.0,なれ,48213.0,0,0,,"['practice', 'experience', 'habituation']",,
3795.0,つける,48211.0,0,0,,"['to attach', 'to join', 'to connect', 'to add', 'to append', 'to affix', 'to stick', 'to glue', 'to fasten', 'to sew on', 'to apply (ointment)', 'to put against']",,
3796.0,もっとも,48186.0,0,0,,"['most', 'extremely']",,
3797.0,千代田,48182.0,0,0,,['Chiyoda'],,
3798.0,紋章,48166.0,0,0,,"['crest', 'coat of arms']",,
3799.0,武士,48143.0,0,1,N2,"['samurai', 'warrior']",,N2
3800.0,あらす,48133.0,0,0,,"['to lay waste', 'to devastate', 'to damage']",,
3801.0,停留所,48121.0,0,1,N3,"['stop (bus, tram, etc.)', 'station', 'stopping place']",,N3
3802.0,阪急,48118.0,0,0,,['Hankyu (Kansai area railway and retail conglomerate)'],,
3803.0,保健,48112.0,0,1,N2,"['preservation of health', 'hygiene', 'sanitation']",,N2
3804.0,鋼,48095.0,0,0,,['steel'],,
3805.0,塩,48083.0,1,1,N5,"['salt', 'common salt', 'table salt', 'sodium chloride']",,N5
3806.0,大谷,48077.0,0,0,,['Otani University'],,
3807.0,坊,47981.0,0,0,,"['bonze', 'monk']",,
3808.0,騎手,47981.0,0,0,,"['horseman', 'rider', 'jockey']",,
3809.0,引き続き,47978.0,0,0,,"['continuously', 'continually', 'without a break']",,
3810.0,多かっ,47968.0,0,0,,"['many', 'numerous', 'a lot']",,
3811.0,高校生,47967.0,0,1,N4,['senior high school student'],,N4
3812.0,オールスター,47936.0,0,0,,['all-star (cast)'],,
3813.0,眼,47934.0,0,0,,"['eye', 'eyeball']",,
3814.0,テキサス,47933.0,0,0,,['Texas'],,
3815.0,ジョージア,47930.0,0,0,,['Georgia (country)'],,
3816.0,伊達,47899.0,0,0,,"['elegance', 'dandyism', 'sophistication', 'having style']",,
3817.0,フィンランド,47893.0,0,0,,['Finland'],,
3818.0,ラン,47869.0,0,0,,"['local area network', 'LAN']",,
3819.0,吉川,47849.0,0,0,,['Yoshikawa'],,
3820.0,校長,47838.0,1,1,N4,"['principal', 'head teacher', 'headmaster', 'headmistress']",,N4
3821.0,組み合わせ,47829.0,0,1,N1,"['combination', 'assortment', 'set']",,N1
3822.0,ピン,47821.0,0,0,,"['pin (e.g. hairpin, safety pin)']",,
3823.0,頂い,47816.0,0,0,,"['receiving', 'getting', 'accepting', 'being given']",,
3824.0,幕,47811.0,1,1,N3,['curtain'],,N3
3825.0,書誌,47800.0,0,0,,['bibliography (list of books by an author or on a subject)'],,
3826.0,無所属,47796.0,0,0,,"['independent (esp. in politics)', 'non-partisan']",,
3827.0,解消,47781.0,0,0,,"['cancellation', 'liquidation', 'resolution', 'reduction (e.g. of stress)']",,
3828.0,多摩,47760.0,0,0,,['1089 Tama'],,
3829.0,楽天,47754.0,0,0,,['optimism'],,
3830.0,取る,47716.0,0,1,N5,"['to take', 'to pick up', 'to grab', 'to catch', 'to hold']",,N5
3831.0,前提,47705.0,0,1,N1,"['condition', 'assumption', 'prerequisite', 'hypothesis']",,N1
3832.0,起源,47679.0,0,1,N1,"['origin', 'beginning', 'source', 'rise']",,N1
3833.0,肉,47637.0,1,1,N5,['flesh'],,N5
3834.0,ニュージーランド,47592.0,0,0,,['New Zealand'],,
3835.0,優れ,47544.0,0,0,,"['to be better (than)', 'to be superior', 'to surpass', 'to excel', 'to be excellent']",,
3836.0,避け,47541.0,0,0,,"['protection', 'repellent']",,
3837.0,移管,47509.0,0,0,,['transfer of control'],,
3838.0,地形,47422.0,0,1,N1,"['terrain', 'geographical features', 'topography']",,N1
3839.0,ジャイアンツ,47404.0,0,0,,['Giants (baseball team)'],,
3840.0,役員,47391.0,0,0,,"['director', 'executive']",,
3841.0,ヤング,47384.0,0,0,,['young'],,
3842.0,地獄,47364.0,0,1,N1,"['hell realm', 'Naraka']",,N1
3843.0,宣,47354.0,0,0,,"['imperial order', 'imperial decree']",,
3844.0,在住,47321.0,0,0,,"['residing', 'living', 'dwelling']",,
3845.0,地帯,47303.0,0,1,N2,"['zone', 'area', 'belt', 'region']",,N2
3846.0,学名,47286.0,0,0,,"['scientific name (of a species)', 'binomial name', 'Latin name']",,
3847.0,詩人,47276.0,0,1,N3,['poet'],,N3
3848.0,越,47276.0,0,0,,['Yue (kingdom in ancient China; 6th century-334 BCE)'],,
3849.0,海洋,47273.0,0,1,N2,"['ocean', 'sea']",,N2
3850.0,吾,47210.0,0,0,,"['I', 'me']",,
3851.0,対決,47200.0,0,1,N1,"['confrontation', 'showdown']",,N1
3852.0,悪,47196.0,1,1,N1,"['evil', 'wickedness']",,N1
3853.0,小山,47184.0,0,0,,"['hill', 'knoll']",,
3854.0,誤字,47177.0,0,0,,"['misprint', 'misspelling', 'typo', 'typographical error', 'erratum']",,
3855.0,付い,47142.0,0,0,,"['to accompany', 'to follow', 'to keep up with']",,
3856.0,ノルウェー,47140.0,0,0,,['Norway'],,
3857.0,学年,47133.0,0,1,N2,"['academic year', 'school year']",,N2
3858.0,低下,47131.0,0,1,N2,"['fall', 'decline', 'lowering', 'deterioration', 'degradation']",,N2
3859.0,三島,47125.0,0,0,,['Mishima'],,
3860.0,スポンサー,47122.0,0,0,,['sponsor'],,
3861.0,軒,47102.0,0,1,N3,['eaves'],,N3
3862.0,イラン,47083.0,0,0,,['Iran'],,
3863.0,失っ,47073.0,0,0,,['to lose'],,
3864.0,毎日放送,47049.0,0,0,,['Mainichi Broadcasting System'],,
3865.0,気象,47048.0,0,1,N1,['weather (conditions)'],,N1
3866.0,みたい,47042.0,0,0,,"['-like', 'sort of', 'similar to', 'resembling']",,
3867.0,酒井,47042.0,0,0,,['Sakai'],,
3868.0,今井,46993.0,0,0,,['Imaida Station'],,
3869.0,戦う,46965.0,0,1,N3,"['to make war (on)', 'to wage war (against)', 'to go to war (with)', 'to fight (with)', 'to do battle (against)']",,N3
3870.0,収集,46933.0,0,1,N1,"['collecting', 'accumulating', 'gathering']",,N1
3871.0,ゲート,46894.0,1,0,,"['gate (for entry, boarding, etc.)']",,
3872.0,タワー,46874.0,0,0,,['tower'],,
3873.0,岳,46839.0,0,0,,"['(high) mountain', 'Mount', 'Mt.']",,
3874.0,論争,46834.0,0,1,N3,"['dispute', 'controversy', 'debate', 'argument', 'taking issue']",,N3
3875.0,必殺,46804.0,0,0,,"['bringing certain death', 'deadly', 'knockout (blow)']",,
3876.0,極めて,46795.0,0,1,N1,"['exceedingly', 'extremely', 'decisively']",,N1
3877.0,ウルトラ,46789.0,0,0,,['ultra'],,
3878.0,スクール,46788.0,0,0,,['school'],,
3879.0,気持ち,46773.0,0,1,N4,"['feeling', 'sensation', 'mood', 'state of mind']",,N4
3880.0,笑,46770.0,0,0,,"['laugh', 'laughter']",,
3881.0,クリスマス,46755.0,1,0,,['Christmas'],,
3882.0,日曜日,46740.0,0,1,N5,['Sunday'],,N5
3883.0,ダウンロード,46739.0,1,0,,['download'],,
3884.0,原画,46732.0,0,0,,['original picture'],,
3885.0,ミッション,46722.0,0,0,,['mission'],,
3886.0,創刊,46712.0,0,1,N1,"['foundation (of a newspaper, magazine, etc.)', 'starting', 'launching', 'first publication']",,N1
3887.0,編著,46708.0,0,0,,['compilation'],,
3888.0,総督,46693.0,0,0,,"['governor-general', 'governor', 'viceroy']",,
3889.0,流れる,46690.0,0,1,N3,"['to stream', 'to flow (liquid, time, etc.)', 'to run (ink)']",,N3
3890.0,をもって,46674.0,0,0,,"['with', 'by', 'by means of']",,
3891.0,率いる,46668.0,0,1,N1,"['to lead', 'to spearhead (a group)', 'to command (troops)']",,N1
3892.0,盛岡,46666.0,0,0,,['Morioka (city in Iwate)'],,
3893.0,基づき,46610.0,0,0,,"['to be based (on)', 'to be founded (on)', 'to be grounded (on)', 'to be in accordance (with)']",,
3894.0,高山,46567.0,0,0,,"['high mountain', 'alpine mountain']",,
3895.0,神田,46524.0,0,0,,['field affiliated with a shrine (the tax-exempt proceeds of its harvest going to pay for shrine operations)'],,
3896.0,竹内,46502.0,0,0,,['Hironori Takeuchi'],,
3897.0,薫,46491.0,0,0,,"['aroma', 'fragrance', 'scent', 'smell']",,
3898.0,もつ,46486.0,0,0,,"[""to hold (in one's hand)"", 'to take', 'to carry']",,
3899.0,大き,46473.0,0,0,,"['great', 'grand', 'large']",,
3900.0,復興,46432.0,0,1,N1,"['revival', 'reconstruction', 'restoration', 'rebuilding', 'recovery', 'renaissance']",,N1
3901.0,官僚,46422.0,0,1,N1,"['bureaucrat', 'government official', 'bureaucracy']",,N1
3902.0,格闘,46416.0,0,0,,"['(hand-to-hand) fight', 'grapple', 'scuffle', 'tussle']",,
3903.0,きょう,46390.0,1,0,,"['today', 'this day']",,
3904.0,桜井,46382.0,0,0,,['Sakurai'],,
3905.0,それでも,46375.0,0,0,,"['but (still)', 'and yet', 'nevertheless', 'even so', 'notwithstanding']",,
3906.0,ドン,46354.0,0,0,,['Don (Spanish honorific)'],,
3907.0,午前,46347.0,0,1,N5,"['morning', 'a.m.']",,N5
3908.0,参り,46300.0,0,0,,"['visit (to a religious site, e.g. shrine, temple, grave)']",,
3909.0,北条,46297.0,0,0,,['Houjou Souun'],,
3910.0,端,46293.0,0,1,N3,"['end (e.g. of street)', 'tip', 'point', 'edge', 'margin']",,N3
3911.0,正義,46282.0,1,1,N1,"['justice', 'right', 'righteousness']",,N1
3912.0,動作,46277.0,0,1,N2,"['movement (of the body)', 'action', 'motion', 'gesture']",,N2
3913.0,三菱,46269.0,0,0,,['Mitsubishi'],,
3914.0,訂正,46253.0,0,1,N1,"['correction', 'revision', 'amendment']",,N1
3915.0,会計,46246.0,0,1,N3,"['accounting', 'finance', 'account', 'reckoning']",,N3
3916.0,小松,46228.0,0,0,,"['small pine', 'young pine']",,
3917.0,たる,46227.0,0,0,,"['to be sufficient', 'to be enough']",,
3918.0,パート,46221.0,0,0,,['part'],,
3919.0,さい,46177.0,1,0,,"['difference', 'disparity', 'gap']",,
3920.0,おん,46173.0,0,0,,"['favour', 'favor', 'obligation', 'debt of gratitude']",,
3921.0,にくい,46171.0,0,0,,"['hateful', 'detestable', 'abominable', 'vexing', 'provoking']",,
3922.0,以内,46138.0,0,1,N4,"['within', 'inside of', 'less than']",,N4
3923.0,ウルトラマン,46134.0,0,0,,['Ultraman (from famous Japanese tokusatsu Ultra Series drama)'],,
3924.0,ゆり,46106.0,0,0,,['lily (Lilium spp.)'],,
3925.0,北西,46049.0,0,0,,['northwest'],,
3926.0,安田,46042.0,0,0,,['Yasuda'],,
3927.0,傘下,46039.0,0,0,,"['affiliated with', 'under jurisdiction of', 'under the umbrella']",,
3928.0,皇,46034.0,0,0,,"['divine', 'imperial']",,
3929.0,後者,46015.0,0,1,N3,"['the latter', 'the second']",,N3
3930.0,峠,46015.0,0,1,N2,"['(mountain) pass', 'highest point on a mountain road', 'ridge']",,N2
3931.0,にあたる,46006.0,0,0,,[],,
3932.0,ベル,46002.0,0,0,,['bell'],,
3933.0,測定,45972.0,0,1,N2,['measurement'],,N2
3934.0,胸,45947.0,1,1,N3,"['chest', 'breast']",,N3
3935.0,戻し,45938.0,0,0,,"['returning', 'giving back']",,
3936.0,調,45935.0,0,0,,['key'],,
3937.0,みち,45934.0,1,0,,"['road', 'path', 'street', 'lane', 'passage']",,
3938.0,野田,45920.0,0,0,,['Noda'],,
3939.0,敗北,45908.0,0,0,,"['defeat', 'loss', 'reverse', 'setback']",,
3940.0,昇,45895.0,0,0,,"['to ascend', 'to go up', 'to climb']",,
3941.0,開館,45891.0,0,0,,"[""opening (for that day's business; of a library, museum, cinema, etc.)""]",,
3942.0,カット,45841.0,0,0,,"['cut', 'cutting']",,
3943.0,称し,45827.0,0,0,,"['to call', 'to name']",,
3944.0,公認,45825.0,0,1,N1,"['official recognition', 'official approval', 'certification', 'authorization', 'authorisation']",,N1
3945.0,推測,45824.0,0,1,N1,"['guess', 'conjecture']",,N1
3946.0,哲,45785.0,0,0,,"['sage', 'wise man', 'philosopher', 'disciple']",,
3947.0,関与,45774.0,0,1,N1,"['participation', 'taking part in', 'participating in', 'being concerned in']",,N1
3948.0,ドラえもん,45760.0,0,0,,['Doraemon (manga by Fujiko F. Fujio; media franchise)'],,
3949.0,発着,45758.0,0,0,,['arrival and departure'],,
3950.0,宝塚,45750.0,0,0,,['Takarazuka Revue'],,
3951.0,鐵,45737.0,0,0,,['iron (Fe)'],,
3952.0,圭,45727.0,0,0,,['Racks and quandles'],,
3953.0,おそらく,45713.0,0,0,,"['probably', '(most) likely', 'in all likelihood', 'I suspect', 'I dare say', ""I'm afraid""]",,
3954.0,まつり,45685.0,1,0,,"['festival', 'feast', 'matsuri']",,
3955.0,想定,45679.0,0,0,,"['hypothesis', 'supposition', 'assumption', 'expectation', 'anticipation']",,
3956.0,係,45636.0,0,1,N3,"['charge', 'duty', 'person in charge', 'official', 'clerk']",,N3
3957.0,結ん,45632.0,0,0,,['marriage'],,
3958.0,まったく,45598.0,0,0,,"['really', 'truly', 'entirely', 'completely', 'wholly', 'perfectly']",,
3959.0,陵,45593.0,0,0,,"['imperial mausoleum', ""Emperor's tomb""]",,
3960.0,昔,45583.0,1,1,N4,"['the old days', 'the past', 'former times', 'a long time ago']",,N4
3961.0,レスリング,45583.0,0,0,,['wrestling'],,
3962.0,ロス,45569.0,0,0,,['loss'],,
3963.0,公社,45562.0,0,0,,['public corporation'],,
3964.0,描く,45555.0,0,1,N3,"['to draw', 'to paint', 'to sketch']",,N3
3965.0,通っ,45552.0,0,0,,"['to go to and from (a place)', 'to go back and forth between', 'to run between (e.g. bus, train, etc.)', 'to ply between']",,
3966.0,阿,45546.0,0,0,,['first Sanskrit alphabet letter'],,
3967.0,ある程度,45538.0,0,0,,"['to some extent', 'to a certain extent']",,
3968.0,早,45532.0,1,0,,"['already', 'now', 'by this time']",,
3969.0,――,45506.0,0,0,,[],,
3970.0,ジャズ,45495.0,1,0,,['jazz'],,
3971.0,妃,45485.0,0,0,,"['princess', 'consort']",,
3972.0,ヲ,45473.0,0,0,,['vodka'],,
3973.0,サーキット,45439.0,0,0,,['(electric) circuit'],,
3974.0,シカゴ,45423.0,0,0,,['Chicago'],,
3975.0,寄稿,45375.0,0,0,,['contribution (e.g. to newspaper)'],,
3976.0,記し,45367.0,0,0,,['descriptor'],,
3977.0,洲,45365.0,0,0,,"['state (of the US, Australia, India, Germany, etc.)', 'province (e.g. of Canada)', 'county (e.g. of the UK)', 'region (e.g. of Italy)', 'canton', 'oblast']",,
3978.0,新書,45358.0,0,0,,['new book'],,
3979.0,よみ,45347.0,0,0,,['reading'],,
3980.0,歌謡,45325.0,0,1,N2,"['song', 'ballad']",,N2
3981.0,異常,45323.0,0,1,N3,"['abnormal', 'unusual', 'extraordinary', 'remarkable', 'uncommon']",,N3
3982.0,国境,45323.0,0,1,N3,"['border (between countries)', 'national border']",,N3
3983.0,シンガポール,45313.0,0,0,,['Singapore'],,
3984.0,土曜日,45309.0,0,1,N5,['Saturday'],,N5
3985.0,ガール,45305.0,0,0,,['girl'],,
3986.0,知れ,45294.0,0,0,,"['to become known', 'to come to light', 'to be discovered']",,
3987.0,啓,45265.0,0,0,,"['enlightenment', 'development', 'edification', 'public awareness', 'illumination', 'education', 'inspiration']",,
3988.0,バス停,45256.0,0,0,,['bus stop'],,
3989.0,脱出,45248.0,0,1,N1,"['escape', 'getting away (from)', 'getting out (of)']",,N1
3990.0,再建,45212.0,0,1,N1,"['rebuilding', 'reconstruction', 'rehabilitation']",,N1
3991.0,宮本,45185.0,0,0,,['Miyamoto'],,
3992.0,五輪,45172.0,0,0,,"['Olympic Games', 'Olympics']",,
3993.0,南海,45157.0,0,0,,['southern sea'],,
3994.0,リニューアル,45136.0,0,0,,"['renovation', 'overhaul', 'update', 'repair', 'improvement', 'renewal']",,
3995.0,書き込み,45117.0,0,0,,['writing'],,
3996.0,電撃,45080.0,0,0,,['electric shock'],,
3997.0,玄,45069.0,0,0,,"['entrance', 'front door', 'entryway', 'entranceway', 'entry hall', 'vestibule', 'porch', 'foyer', 'mud room']",,
3998.0,戦時,45059.0,0,0,,['wartime'],,
3999.0,尋常,45049.0,0,0,,"['common', 'usual']",,
4000.0,研修,45029.0,0,1,N2,"['training (esp. in-service)', 'induction course']",,N2
4001.0,最低,45029.0,0,1,N3,"['least', 'lowest', 'minimum']",,N3
4002.0,キャプション,45016.0,0,0,,"['caption', 'headline', 'legend', 'cutline']",,
4003.0,戦前,45011.0,0,0,,"['pre-war days', 'before the war']",,
4004.0,転換,44992.0,0,1,N1,"['conversion', 'diversion', 'changeover', 'commutation', 'switchover']",,N1
4005.0,住ん,44981.0,0,0,,"['inhabitant', 'resident', 'citizen', 'population']",,
4006.0,原子,44945.0,0,1,N1,['atom'],,N1
4007.0,資源,44942.0,1,1,N3,['resources'],,N3
4008.0,保持,44940.0,0,0,,"['retention', 'maintenance', 'preservation']",,
4009.0,果たす,44921.0,0,1,N1,"['to accomplish', 'to achieve', 'to carry out', 'to fulfill', 'to fulfil', 'to realize', 'to execute', 'to perform', 'to do']",,N1
4010.0,ヒロイン,44916.0,0,0,,"['heroine', 'female protagonist']",,
4011.0,衛生,44906.0,0,1,N1,"['hygiene', 'sanitation', 'health']",,N1
4012.0,監視,44898.0,0,1,N1,"['monitoring', 'watching', 'observation', 'surveillance', 'guarding', 'supervision', 'lookout']",,N1
4013.0,大隊,44887.0,0,0,,['battalion'],,
4014.0,琉球,44874.0,0,0,,"['Ryukyu', 'chain of southwestern Japanese islands comprising Okinawa Prefecture']",,
4015.0,試み,44868.0,0,1,N1,"['attempt', 'trial', 'experiment']",,N1
4016.0,来る,44847.0,1,1,N5,"['to come (spatially or temporally)', 'to approach', 'to arrive']",,N5
4017.0,予算,44835.0,0,1,N3,"['estimate (of costs)', 'budget']",,N3
4018.0,クロス,44829.0,0,0,,['cross'],,
4019.0,タクシー,44809.0,1,0,,['taxi'],,
4020.0,塾,44809.0,0,1,N1,"['cram school', 'private tutoring school', 'juku']",,N1
4021.0,ぼく,44804.0,0,0,,"['I', 'me']",,
4022.0,インターナショナル,44757.0,0,0,,['international'],,
4023.0,下部,44735.0,0,0,,"['lower part', 'substructure']",,
4024.0,魏,44731.0,0,0,,"['Wei (kingdom in China during the Three Kingdoms period; 220-266 CE)', 'Cao Wei']",,
4025.0,言える,44710.0,0,0,,"['to be possible to say', 'to be able to say']",,
4026.0,滝,44708.0,1,1,N2,['waterfall'],,N2
4027.0,疑い,44698.0,0,0,,"['doubt', 'question', 'uncertainty', 'skepticism', 'scepticism', 'suspicion', 'distrust']",,
4028.0,大使館,44690.0,0,1,N5,['embassy'],,N5
4029.0,側面,44684.0,0,1,N1,"['side', 'flank', 'profile', 'sidelight', 'lateral']",,N1
4030.0,チャールズ,44673.0,0,0,,['Charles'],,
4031.0,島田,44666.0,0,0,,"['pompadour-like hair style, popular for unmarried women in the Edo period', 'shimada coiffure']",,
4032.0,佐野,44646.0,0,0,,['Sano'],,
4033.0,ハード,44593.0,0,0,,"['hard', 'tough']",,
4034.0,お詫び,44567.0,0,0,,['apology'],,
4035.0,警視庁,44545.0,0,0,,['Metropolitan Police Department'],,
4036.0,首長,44537.0,0,0,,"['head (of organization, organisation)', 'chief']",,
4037.0,瀬,44498.0,0,0,,"['shallows', 'shoal']",,
4038.0,虫,44496.0,1,1,N4,"['insect', 'bug', 'cricket', 'moth']",,N4
4039.0,認める,44486.0,0,1,N3,"['to recognize', 'to recognise', 'to observe', 'to notice']",,N3
4040.0,確立,44474.0,0,1,N1,"['establishment', 'settlement']",,N1
4041.0,美少女,44449.0,0,0,,['beautiful girl'],,
4042.0,ストリート,44439.0,0,0,,['street'],,
4043.0,境,44435.0,0,1,N3,"['border', 'boundary']",,N3
4044.0,分から,44428.0,0,0,,"['obstinate person', 'blockhead']",,
4045.0,明示,44399.0,0,0,,"['elucidation', 'explicit statement', 'specification']",,
4046.0,反乱,44380.0,0,1,N1,"['insurrection', 'mutiny', 'rebellion', 'revolt', 'uprising']",,N1
4047.0,投げ,44345.0,0,0,,"['throw', 'throwing']",,
4048.0,残さ,44319.0,0,0,,"['all', 'entirely', 'completely', 'without exception']",,
4049.0,幻,44318.0,0,0,,"['phantom', 'vision', 'illusion', 'apparition']",,
4050.0,気候,44306.0,1,1,N3,['climate'],,N3
4051.0,参謀,44306.0,0,0,,"['staff officer', 'military staff']",,
4052.0,安藤,44298.0,0,0,,['Ando'],,
4053.0,ナレーター,44296.0,0,0,,['narrator'],,
4054.0,文明,44283.0,0,1,N3,"['civilization', 'civilisation', 'culture']",,N3
4055.0,日産,44254.0,0,0,,['daily output'],,
4056.0,リード,44253.0,0,0,,"['lead', 'leading', 'taking the lead']",,
4057.0,不動産,44244.0,0,1,N1,['real estate'],,N1
4058.0,ポップ,44214.0,1,0,,"['pop', 'popular', 'fashionable']",,
4059.0,土木,44203.0,0,1,N1,"['engineering works', 'civil engineering', 'public works']",,N1
4060.0,水系,44201.0,0,0,,"['water system', 'river system', 'drainage system']",,
4061.0,派生,44197.0,0,0,,['derivation'],,
4062.0,無効,44195.0,0,1,N1,"['invalid', 'void', 'ineffective', 'unavailable']",,N1
4063.0,大佐,44176.0,0,0,,"['colonel', '(navy) captain']",,
4064.0,α,44150.0,0,0,,['alpha'],,
4065.0,弥,44146.0,0,0,,"['more and more', 'increasingly']",,
4066.0,金子,44138.0,0,0,,"['money', 'funds']",,
4067.0,北東,44122.0,0,0,,['northeast'],,
4068.0,なんて,44111.0,0,0,,"['how ...!', 'what ...!']",,
4069.0,落ち,44102.0,0,0,,"['slip', 'omission']",,
4070.0,ダウン,44100.0,0,0,,"['fall', 'decrease', 'drop', 'going down']",,
4071.0,横須賀,44093.0,0,0,,['Yokosuka Line'],,
4072.0,魔女,44065.0,1,0,,['witch'],,
4073.0,ドライブ,44054.0,0,0,,"['drive', 'trip by car', 'driving']",,
4074.0,森田,44037.0,0,0,,['Morita therapy'],,
