Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level
2194,長い,88834,0,1,N5
2195,見え,88825,0,0,
2196,カリフォルニア,88666,0,0,
2197,丁,88618,0,0,
2198,兵器,88571,0,1,N1
2199,そもそも,88564,0,0,
2200,観測,88556,0,1,N2
2201,騎士,88447,0,0,
2202,寺院,88417,0,1,N2
2203,プロレス,88370,0,0,
2204,語っ,88288,0,0,
2205,改革,88282,0,1,N1
2206,ジョージ,88275,0,0,
2207,広告,88245,1,1,N3
2208,増加,88235,0,1,N3
2209,師団,88173,0,0,
2210,酸,88170,1,1,N1
2211,役割,88153,0,1,N3
2212,是非,88130,0,1,N3
2213,プログラム,88097,0,0,
2214,分析,88032,0,1,N3
2215,雲,87974,1,1,N4
2216,イオン,87878,0,0,
2217,詩,87870,1,1,N3
2218,モード,87859,0,0,
2219,展,87826,0,0,
2220,ど,87805,0,0,
2221,将,87739,0,0,
2222,河,87694,0,1,N3
2223,雨,87642,1,1,N5
2224,階級,87639,0,1,N1
2225,前作,87623,0,0,
2226,参議院,87523,0,1,N1
2227,つい,87420,0,1,N3
2228,朝日,87405,0,0,
2229,修,87403,0,0,
2230,下位,87354,0,1,N1
2231,友,87304,0,1,N3
2232,行く,87232,1,1,N5
2233,代わり,87163,0,1,N4
2234,レッド,87157,0,0,
2235,公共,87134,0,1,N2
2236,満,87117,0,0,
2237,音声,87083,0,0,
2238,層,87079,0,0,
2239,ソウル,87015,1,0,
2240,実現,86996,0,1,N3
2241,監修,86898,0,0,
2242,炎,86897,0,1,N3
2243,福祉,86887,0,1,N1
2244,スウェーデン,86881,0,0,
2245,もっ,86863,0,0,
2246,医師,86859,0,1,N3
2247,３,86858,0,0,
2248,建造,86823,0,0,
2249,徳,86819,0,0,
2250,ボール,86804,1,0,
2251,コレクション,86721,0,0,
2252,離れ,86652,0,0,
2253,恵,86603,0,0,
2254,傾向,86557,0,1,N3
2255,裁判所,86521,0,0,
2256,参戦,86437,0,0,
2257,薬,86406,1,1,N5
2258,中学,86338,0,1,N3
2259,低,86294,0,0,
2260,剛,86222,0,0,
2261,ミサイル,86211,0,0,
2262,中華人民共和国,86180,0,0,
2263,席,86131,1,1,N4
2264,大陸,86117,0,1,N3
2265,宝,86045,1,1,N3
2266,定,85970,0,0,
2267,言い,85954,0,0,
2268,中日,85934,0,0,
2269,母親,85929,0,1,N3
2270,洋,85928,0,0,
2271,キング,85906,0,0,
2272,竣工,85890,0,0,
2273,０,85871,0,0,
2274,少ない,85868,1,1,N5
2275,国会,85861,1,1,N3
2276,定期,85856,0,1,N3
2277,巨大,85841,0,1,N3
2278,人生,85824,0,1,N3
2279,塔,85773,1,1,N3
2280,学院,85666,0,0,
2281,記者,85636,1,1,N3
2282,金沢,85611,0,0,
2283,ダンス,85419,1,0,
2284,ボクシング,85309,1,0,
2285,冒頭,85208,0,1,N1
2286,交換,85192,0,1,N3
2287,オープニング,85190,0,0,
2288,貴,85183,0,0,
2289,いき,85170,0,0,
2290,上げ,85165,0,0,
2291,定め,85164,0,0,
2292,カー,85153,0,0,
2293,富士,85050,0,0,
2294,危険,85047,1,1,N4
2295,特急,85029,0,1,N4
2296,紀,85016,0,0,
2297,鎌倉,84958,0,0,
2298,岡田,84948,0,0,
2299,訓練,84889,0,1,N3
2300,活用,84873,0,1,N3
2301,惑星,84809,1,1,N1
2302,栄,84800,0,0,
2303,冒険,84794,0,1,N3
2304,伯爵,84793,0,0,
2305,月曜,84774,1,1,N3
2306,伝え,84733,0,0,
2307,諸島,84709,0,0,
2308,つまり,84679,0,0,
2309,略歴,84641,0,0,
2310,軍人,84623,0,0,
2311,孫,84621,1,1,N3
2312,山崎,84597,0,0,
2313,いろいろ,84573,1,0,
2314,モンスター,84568,0,0,
2315,反,84554,0,1,N1
2316,芝,84496,0,1,N1
2317,治療,84471,0,1,N1
2318,カメラ,84428,1,0,
2319,謎,84417,1,1,N3
2320,経緯,84413,0,1,N1
2321,学術,84412,0,1,N2
2322,ゴールデン,84373,0,0,
2323,ガス,84363,0,0,
2324,旅行,84361,0,1,N5
2325,隻,84347,0,0,
2326,ドラゴン,84328,0,0,
2327,スコア,84301,0,0,
2328,公表,84299,0,1,N2
2329,保,84289,1,0,
2330,日刊,84289,0,0,
2331,要求,84252,0,1,N3
2332,貢献,84240,0,1,N3
2333,拒否,84194,0,1,N1
2334,羽,84176,1,1,N3
2335,裁判,84017,1,1,N3
2336,板,83994,0,1,N3
2337,域,83968,0,0,
2338,中島,83948,0,0,
2339,太田,83930,0,0,
2340,合戦,83912,0,0,
2341,福,83894,0,1,N1
2342,逮捕,83782,1,1,N3
2343,一時,83775,0,1,N3
2344,充実,83737,0,1,N1
2345,番目,83659,0,1,N1
2346,中野,83611,0,0,
2347,高く,83565,0,0,
2348,術,83518,0,0,
2349,地下,83453,1,1,N3
2350,携帯,83406,0,1,N1
2351,上映,83383,0,0,
2352,よろしけれ,83382,0,0,
2353,勝ち,83350,0,1,N3
2354,香,83332,0,0,
2355,つもり,83286,0,0,
2356,町村,83279,0,0,
2357,翌年,83271,0,0,
2358,西部,83179,0,0,
2359,核,83175,0,1,N1
2360,上位,83134,0,1,N1
2361,領域,83105,0,1,N1
2362,開通,83084,0,1,N2
2363,原則,83080,0,1,N1
2364,青年,83075,0,1,N3
2365,配給,83005,0,1,N1
2366,張,82989,0,0,
2367,変わり,82975,0,0,
2368,前田,82963,0,0,
2369,期待,82962,1,1,N3
2370,雄,82960,1,1,N1
2371,進,82958,0,0,
2372,トンネル,82922,0,0,
2373,あたり,82789,0,0,
2374,不要,82770,0,0,
2375,世代,82748,0,1,N1
2376,計算,82508,0,1,N3
2377,執行,82508,0,0,
2378,久,82501,0,0,
2379,プロダクション,82477,0,0,
2380,警告,82449,0,1,N3
2381,詳しい,82426,0,1,N3
2382,表明,82387,0,0,
2383,再開,82379,0,0,
2384,ウクライナ,82376,0,0,
2385,倍,82341,0,1,N4
2386,仏,82265,0,1,N3
2387,殺害,82260,0,0,
2388,特集,82229,0,1,N1
2389,意図,82193,0,1,N1
2390,様子,82176,0,1,N3
2391,食品,82101,0,1,N3
2392,津,82086,0,0,
2393,ボーカル,81953,0,0,
2394,空軍,81904,0,0,
2395,可,81865,0,1,N3
2396,まち,81845,1,0,
2397,酒,81816,1,1,N3
2398,後期,81746,0,0,
2399,年鑑,81697,0,1,N1
2400,画家,81640,0,1,N3
2401,披露,81598,0,0,
2402,グリーン,81590,0,0,
2403,教師,81544,0,1,N3
2404,各地,81524,0,1,N2
2405,橋本,81485,0,0,
2406,★,81268,0,0,
2407,基づい,81259,0,0,
2408,迎え,81225,0,1,N3
2409,標高,81209,0,0,
2410,原語,81152,0,0,
2411,四国,81121,0,0,
2412,ゴルフ,81073,1,0,
2413,街道,81064,0,1,N1
2414,弁護士,81056,0,0,
2415,続く,81046,0,1,N4
2416,集め,80983,0,0,
2417,評論,80934,0,1,N2
2418,変え,80891,0,0,
2419,医,80878,0,0,
2420,指名,80790,0,0,
2421,振興,80784,0,1,N1
2422,ミス,80780,0,0,
2423,続ける,80776,0,1,N4
2424,異議,80763,0,1,N1
2425,向上,80724,0,1,N1
2426,単,80723,0,1,N1
2427,漢,80665,0,0,
2428,昇格,80606,0,0,
2429,《,80566,0,0,
2430,長期,80478,0,1,N3
2431,意識,80382,0,1,N3
2432,将棋,80322,0,1,N2
2433,メキシコ,80300,0,0,
2434,大使,80217,0,1,N3
2435,ソ連,80091,0,0,
2436,券,79987,1,1,N3
2437,池,79947,1,1,N5
2438,怪獣,79893,0,1,N1
2439,編纂,79893,0,0,
2440,設備,79857,1,1,N3
2441,神話,79855,0,1,N2
2442,病,79807,0,1,N1
2443,魂,79801,1,1,N1
2444,博,79775,0,0,
2445,ミニ,79772,1,0,
2446,たび,79669,0,0,
2447,きっかけ,79622,0,0,
2448,庁,79530,0,1,N1
2449,確か,79523,0,1,N4
2450,短い,79509,0,1,N5
2451,昌,79396,0,0,
2452,一緒,79366,0,1,N5
2453,選抜,79323,0,0,
2454,中部,79287,0,0,
2455,天体,79204,0,1,N1
2456,バック,79122,0,0,
2457,ミュージシャン,79117,0,0,
2458,生命,79086,0,1,N3
2459,ナンバー,79000,0,0,
2460,重量,78981,0,1,N2
2461,サポート,78960,0,0,
2462,コピー,78945,1,0,
2463,プレイヤー,78906,0,0,
2464,彩,78868,0,0,
2465,描い,78789,0,0,
2466,同社,78776,0,0,
2467,マイル,78775,0,0,
2468,ほん,78706,0,0,
2469,呼称,78690,0,0,
2470,得票,78665,0,0,
2471,基づく,78521,0,1,N3
2472,過ぎ,78489,0,1,N1
2473,罪,78488,1,1,N3
2474,みんな,78464,1,0,
2475,》,78439,0,0,
2476,少なくとも,78428,0,1,N1
2477,自由民主党,78421,0,0,
2478,至る,78421,0,1,N3
2479,絶対,78379,0,1,N3
2480,使える,78309,0,0,
2481,差し戻し,78171,0,0,
2482,概念,78103,0,1,N1
2483,か月,78093,0,0,
2484,見せ,78084,0,0,
2485,メジャー,78072,0,0,
2486,使え,78067,0,0,
2487,進め,78014,0,0,
2488,不適切,77989,0,0,
2489,用いる,77967,0,1,N3
2490,選ぶ,77960,0,1,N4
2491,ビジネス,77908,1,0,
2492,緯,77880,0,0,
2493,不足,77879,0,1,N3
2494,司会,77830,0,1,N2
2495,練習,77761,1,1,N5
2496,録音,77761,0,1,N2
2497,姓,77732,0,1,N2
2498,読売新聞,77688,0,0,
2499,おかけ,77650,0,0,
2500,権利,77625,0,1,N3
2501,ゆき,77611,1,0,
2502,連隊,77558,0,0,
2503,沖,77501,0,1,N3
2504,違う,77494,0,1,N5
2505,対抗,77445,0,1,N1
2506,学習,77441,0,1,N3
2507,繰り返し,77381,0,0,
2508,正確,77375,0,1,N3
2509,読売,77348,0,0,
2510,コンサート,77338,1,0,
2511,臨時,77263,0,1,N2
2512,ソビエト,77257,0,0,
2513,プロデュース,77256,0,0,
2514,ソフトウェア,77216,0,0,
2515,うた,77189,1,0,
2516,％,77133,0,0,
2517,校舎,77105,0,1,N2
2518,通知,77073,0,1,N2
2519,フォード,77070,0,0,
2520,そこで,76939,0,0,
2521,こく,76926,0,0,
2522,俺,76874,1,1,N1
2523,産,76858,0,0,
2524,大量,76717,0,0,
2525,歩,76693,0,1,N1
2526,ジャンプ,76687,0,0,
2527,友人,76648,0,1,N3
2528,ネタ,76613,0,0,
2529,茂,76596,0,0,
2530,再生,76536,0,1,N1
2531,おお,76526,0,0,
2532,消滅,76448,0,0,
2533,延,76434,0,0,
2534,機体,76411,0,0,
2535,ユダヤ,76409,0,0,
2536,アイルランド,76356,0,0,
2537,智,76285,0,0,
2538,国勢調査,76276,0,0,
2539,心理,76236,0,1,N3
2540,書店,76217,0,1,N2
2541,命令,76158,0,1,N3
2542,青木,76146,0,0,
2543,こうした,76102,0,0,
2544,連,76088,0,0,
2545,太平洋,76048,0,0,
2546,在籍,76022,0,0,
2547,アクション,76002,1,0,
2548,台風,75914,1,1,N4
2549,株式,75868,0,1,N1
2550,日記,75827,1,1,N4
2551,首,75814,1,1,N4
2552,広報,75806,0,0,
2553,慶,75759,0,0,
2554,推薦,75757,0,1,N3
2555,ローカル,75669,0,0,
2556,王子,75652,1,1,N3
2557,岡崎,75592,0,0,
2558,人民,75535,0,1,N1
2559,一致,75502,0,1,N3
2560,敗れ,75460,0,0,
2561,専攻,75454,0,1,N3
2562,影,75395,1,1,N3
2563,芸人,75394,0,0,
2564,度目,75354,0,0,
2565,バトル,75242,0,0,
2566,有効,75229,0,1,N3
2567,村上,75192,0,0,
2568,海上,75175,0,0,
2569,見解,75146,0,1,N3
2570,軸,74863,0,1,N1
2571,仕組み,74861,0,1,N1
2572,晴,74859,0,0,
2573,困難,74849,0,1,N3
2574,回転,74844,0,1,N2
2575,伴う,74792,0,1,N1
2576,実績,74784,0,1,N2
2577,データベース,74771,0,0,
2578,視,74759,0,0,
2579,同時,74737,0,1,N3
2580,勢力,74657,0,1,N1
2581,ブラック,74598,0,0,
2582,天使,74541,0,0,
2583,上野,74529,0,0,
2584,事情,74508,0,1,N3
2585,趣味,74497,1,1,N4
2586,同日,74426,0,0,
2587,ショー,74422,1,0,
2588,スキー,74420,1,0,
2589,あい,74328,0,0,
2590,休止,74325,0,0,
2591,近鉄,74298,0,0,
2592,翔,74287,0,0,
2593,難しい,74281,1,1,N5
2594,タウン,74236,0,0,
2595,指す,74211,0,1,N3
2596,人事,74093,0,0,
2597,身体,74092,0,1,N3
2598,感謝,74090,0,1,N3
2599,民間,73937,0,1,N2
2600,現れ,73932,0,1,N3
2601,管轄,73903,0,0,
2602,上海,73894,0,0,
2603,簡単,73851,0,1,N4
2604,淳,73757,0,0,
2605,装,73742,0,0,
2606,価値,73720,1,1,N3
2607,小さな,73604,0,1,N5
2608,軽,73541,0,0,
2609,一定,73528,0,1,N2
2610,幸い,73517,0,1,N3
2611,区別,73497,0,1,N3
2612,信号,73485,0,1,N3
2613,パン,73474,1,0,
2614,注目,73462,0,1,N3
2615,レポート,73396,0,0,
2616,仮面ライダー,73393,0,0,
2617,準備,73378,0,1,N4
2618,劇団,73377,0,1,N1
2619,興行,73287,0,0,
2620,差分,73246,0,0,
2621,出る,73245,0,1,N5
2622,停車場,73233,0,0,
2623,皆さん,73190,0,1,N5
2624,宏,73186,0,0,
2625,さくら,73177,1,0,
2626,マガジン,73165,0,0,
2627,置か,73162,0,0,
2628,消費,73121,0,1,N3
2629,職員,73108,0,1,N1
2630,退任,73107,0,0,
2631,床,73041,1,1,N3
2632,起こし,73006,0,0,
2633,原題,72998,0,0,
2634,列,72982,0,1,N3
2635,キャラ,72941,0,0,
2636,重複,72938,0,1,N1
2637,私立,72870,0,1,N2
2638,判決,72845,1,1,N1
2639,周囲,72828,0,1,N3
2640,仏教,72798,0,0,
2641,発射,72782,0,1,N2
2642,スイス,72776,0,0,
2643,年版,72762,0,0,
2644,勲章,72727,0,0,
2645,合,72697,0,0,
2646,講師,72691,0,1,N2
2647,桂,72673,0,0,
2648,呉,72640,0,0,
2649,消防,72523,1,1,N3
2650,徒歩,72517,0,1,N1
2651,急行,72505,0,1,N4
2652,管,72503,1,1,N3
2653,持ち主,72465,0,0,
2654,市川,72393,0,0,
2655,山下,72368,0,0,
2656,ポルトガル,72351,0,0,
2657,血,72315,1,1,N4
2658,男爵,72297,0,0,
2659,松山,72255,0,0,
2660,協定,72238,0,1,N1
2661,送信,72224,0,0,
2662,リング,72202,0,0,
2663,東部,72165,0,0,
2664,青春,72160,0,1,N1
2665,武田,72136,0,0,
2666,新幹線,72112,0,1,N2
2667,ルート,72047,0,0,
2668,りつ,72013,0,0,
2669,観客,71983,1,1,N3
2670,和田,71864,0,0,
2671,応じ,71832,0,0,
2672,くらい,71832,1,0,
2673,幼稚園,71817,0,1,N2
2674,第三者,71769,0,0,
2675,近藤,71755,0,0,
2676,災害,71739,1,1,N1
2677,済み,71716,0,0,
2678,示さ,71696,0,0,
2679,だい,71664,0,0,
2680,募集,71659,0,1,N2
2681,異なり,71641,0,0,
2682,同一,71605,0,1,N3
2683,終点,71591,0,1,N2
2684,ハンガリー,71566,0,0,
2685,免許,71562,1,1,N3
2686,常に,71499,0,1,N3
2687,浩,71498,0,0,
2688,解放,71497,0,1,N2
2689,戦略,71376,0,0,
2690,郊外,71327,1,1,N4
2691,矢,71283,1,1,N1
2692,網,71257,1,1,N1
2693,推定,71217,0,1,N2
2694,経過,71191,0,1,N1
2695,木曜,71184,1,1,N3
2696,ロサンゼルス,71173,0,0,
2697,陣,71167,0,0,
2698,済,71122,0,0,
2699,どうぞ,71078,0,0,
2700,一郎,71064,0,0,
2701,対立,71046,0,1,N1
2702,調べ,70982,0,1,N1
2703,ランド,70939,0,0,
2704,中川,70911,0,0,
2705,尚,70909,0,1,N1
2706,車体,70870,0,0,
2707,ウィリアム,70862,0,0,
2708,岩,70846,1,1,N3
2709,巡洋艦,70837,0,0,
2710,艇,70825,0,0,
2711,ディレクター,70789,0,0,
2712,テキスト,70773,0,0,
2713,裕,70759,0,0,
2714,調整,70745,0,1,N2
2715,小川,70702,0,0,
2716,ド,70677,0,0,
2717,未満,70661,0,1,N2
2718,走,70658,0,0,
2719,開幕,70648,0,0,
2720,仮面,70645,0,0,
2721,姉,70585,1,1,N5
2722,命名,70552,0,0,
2723,←,70541,0,0,
2724,石井,70538,0,0,
2725,各種,70536,0,1,N1
2726,毎年,70505,1,1,N5
2727,付属,70472,0,1,N1
2728,本線,70470,0,0,
2729,動き,70437,0,1,N1
2730,メール,70388,1,0,
2731,称号,70376,0,0,
2732,程,70368,1,1,N3
2733,興,70303,0,0,
2734,早稲田大学,70280,0,0,
2735,戸,70274,1,1,N5
2736,検査,70269,0,1,N3
2737,外交,70262,0,1,N3
2738,ソロ,70246,0,0,
2739,売上,70239,0,1,N2
2740,ミュージカル,70215,0,0,
2741,小学館,70185,0,0,
2742,丘,70177,1,1,N3
2743,あき,70175,1,0,
2744,泰,70168,0,0,
2745,虎,70120,1,1,N3
2746,更に,70103,0,1,N3
2747,知事,69974,1,1,N3
2748,立ち,69951,0,0,
2749,恋愛,69942,0,1,N1
2750,〕,69930,0,0,
2751,無料,69928,0,1,N3
2752,忘れ,69925,0,0,
2753,現実,69916,1,1,N3
2754,上田,69899,0,0,
2755,羅,69869,0,0,
2756,ふりがな,69861,0,0,
2757,〔,69861,0,0,
2758,分布,69818,0,1,N2
2759,日間,69750,1,0,
2760,寿,69750,0,0,
2761,高松,69740,0,0,
2762,さえ,69649,0,1,N3
2763,ゼロ,69637,1,0,
2764,王者,69631,0,0,
2765,加盟,69623,0,0,
2766,近年,69545,0,0,
2767,創業,69512,0,0,
2768,べ,69491,1,0,
2769,田村,69489,0,0,
2770,＜,69464,0,0,
2771,巨人,69454,0,0,
2772,直前,69423,0,1,N2
2773,楽,69390,1,1,N3
2774,阿部,69390,0,0,
2775,クイズ,69378,0,0,
2776,晋,69348,0,0,
2777,孝,69329,0,0,
2778,パーク,69328,0,0,
2779,加,69226,0,0,
2780,銀河,69168,0,0,
2781,旨,69159,0,0,
2782,嘉,69145,0,0,
2783,目標,69130,1,1,N3
2784,黄,68972,0,0,
2785,斗,68962,0,0,
2786,のり,68927,0,0,
2787,佐,68905,0,1,N1
2788,物質,68874,0,1,N3
2789,固定,68793,0,1,N1
2790,応援,68792,0,1,N2
2791,勤務,68708,0,1,N1
2792,壁,68694,1,1,N4
2793,いただく,68686,0,0,
2794,挿入,68643,0,0,
2795,載せ,68577,0,0,
2796,あん,68567,0,0,
2797,いわゆる,68512,0,0,
2798,国旗,68468,0,0,
2799,改良,68464,0,1,N1
2800,体育館,68452,0,0,
2801,毎日新聞,68404,0,0,
2802,単に,68374,0,1,N3
2803,低い,68373,0,1,N5
2804,後継,68368,0,0,
2805,集英社,68330,0,0,
2806,楽器,68267,1,1,N2
2807,プレー,68245,0,0,
2808,藤,68218,0,0,
2809,ナショナル,68217,0,0,
2810,歌詞,68198,0,0,
2811,作画,68132,0,0,
2812,強制,68109,0,1,N1
2813,マッチ,68098,0,0,
2814,作り,68077,1,1,N1
2815,さいたま,67972,0,0,
2816,．,67934,0,0,
2817,留意,67919,0,0,
2818,選考,67911,0,1,N1
2819,見える,67861,0,1,N4
2820,ゴール,67842,0,0,
2821,出さ,67771,0,0,
2822,従業,67770,1,0,
2823,松平,67769,0,0,
2824,亮,67765,0,0,
2825,立候補,67741,0,0,
2826,祐,67724,0,0,
2827,霊,67691,0,0,
2828,思え,67680,0,0,
2829,集合,67632,0,1,N2
2830,ロ,67619,0,0,
2831,一切,67574,0,1,N1
2832,毎週,67536,1,1,N5
2833,作者,67527,0,1,N2
2834,資産,67524,0,1,N1
2835,英文,67519,0,1,N2
2836,キロ,67498,0,0,
2837,出来事,67387,0,1,N3
2838,カトリック,67370,0,0,
2839,電力,67359,0,1,N2
2840,現象,67350,1,1,N3
2841,けい,67337,0,0,
2842,イラスト,67323,0,0,
2843,処分,67311,0,1,N1
2844,終わっ,67235,0,0,
2845,求める,67231,0,1,N3
2846,ニュー,67225,0,0,
2847,女王,67225,1,1,N3
2848,好,67209,1,0,
2849,自,67193,0,0,
2850,広場,67189,0,1,N2
2851,全長,67172,0,0,
2852,中世,67167,0,1,N2
2853,同名,67101,0,0,
2854,劉,67091,0,0,
2855,正しい,67068,0,1,N4
2856,景,67064,0,0,
2857,共著,67039,0,0,
2858,考慮,67008,0,1,N3
2859,異,66915,0,0,
2860,ベトナム,66912,1,0,
2861,悪魔,66863,0,1,N3
2862,ギリシャ,66861,0,0,
2863,ドライバー,66823,0,0,
2864,減少,66690,0,1,N1
2865,らしい,66688,0,0,
2866,伊,66675,0,0,
2867,追記,66666,0,0,
2868,寛,66662,0,0,
2869,剤,66643,0,0,
2870,おく,66612,0,0,
2871,進学,66558,0,1,N3
2872,せよ,66500,0,0,
2873,完了,66472,0,1,N3
2874,とり,66442,1,0,
2875,演劇,66436,0,1,N2
2876,与える,66368,0,1,N3
2877,申し立て,66326,0,0,
2878,秀,66318,0,0,
2879,帰れ,66291,0,0,
2880,リー,66224,0,0,
2881,熱,66217,1,1,N4
2882,数字,66217,0,1,N3
2883,荘,66174,0,0,
2884,大橋,66165,0,0,
2885,小型,66111,0,0,
2886,英雄,66103,0,1,N1
2887,甲,66060,0,1,N1
2888,伊勢,66041,0,0,
2889,大幅,66027,0,1,N1
2890,斎藤,65995,0,0,
2891,教室,65972,1,1,N5
2892,変遷,65969,0,1,N1
2893,前述,65936,0,0,
2894,平日,65919,1,1,N2
2895,看護,65859,1,1,N1
2896,機会,65849,1,1,N4
2897,ちゃ,65847,1,0,
2898,強,65836,0,0,
2899,いただい,65773,0,0,
2900,ロードレース,65768,0,0,
2901,始める,65763,0,1,N4
2902,性能,65756,0,1,N2
2903,拡張,65748,0,1,N2
2904,大野,65745,0,0,
2905,鏡,65724,1,1,N4
2906,もん,65695,0,0,
2907,多重,65689,0,0,
2908,そんな,65626,0,0,
2909,アート,65613,0,0,
2910,境界,65601,0,1,N2
2911,唐,65532,0,0,
2912,叢書,65517,0,0,
2913,島根,65486,0,0,
2914,町名,65461,0,0,
2915,堺,65459,0,0,
2916,パーソナリティ,65449,0,0,
2917,弁,65433,0,0,
2918,燃料,65433,0,1,N1
2919,ざる,65399,0,0,
2920,聞い,65368,0,0,
2921,アン,65366,0,0,
2922,規制,65309,0,1,N1
2923,統治,65307,0,1,N1
2924,危機,65294,0,1,N1
2925,建て,65290,0,0,
2926,ソース,65265,1,0,
2927,つく,65261,0,0,
2928,朝刊,65195,0,0,
2929,幸,65161,0,0,
2930,比べ,65148,0,0,
2931,確保,65093,0,1,N1
2932,たん,65087,0,0,
2933,入団,65086,0,0,
2934,プレス,65061,0,0,
2935,結局,65028,0,1,N3
2936,架空,65000,0,1,N2
2937,停車,64901,0,1,N2
2938,質,64884,1,1,N3
2939,得意,64760,0,1,N3
2940,安定,64742,0,1,N3
2941,置く,64738,0,1,N5
2942,批評,64728,0,1,N3
2943,本塁打,64724,0,0,
2944,ダイヤ,64711,0,0,
2945,すら,64696,0,0,
2946,共産党,64668,0,0,
2947,快速,64610,0,0,
2948,藤田,64608,0,0,
2949,水曜,64592,1,1,N2
2950,記号,64589,0,1,N2
2951,起き,64587,0,0,
2952,扱う,64554,0,1,N3
2953,議長,64518,0,1,N3
2954,価格,64504,1,1,N3
2955,ずつ,64402,0,0,
2956,出現,64387,0,0,
2957,チャンピオン,64325,0,0,
2958,そういう,64319,0,0,
2959,護衛,64298,0,1,N1
2960,ジャ,64277,0,0,
2961,毎日,64220,1,1,N5
2962,最多,64152,0,0,
2963,悪い,64147,1,1,N5
2964,後述,64127,0,0,
2965,長男,64125,0,1,N2
2966,育成,64099,0,1,N1
2967,尾,64063,0,1,N1
2968,商,64037,0,1,N1
2969,収容,63987,0,1,N1
2970,漢字,63975,1,1,N5
2971,証券,63973,0,0,
2972,マスター,63912,0,0,
2973,お世話,63908,0,0,
2974,いただける,63906,0,0,
2975,舞,63902,0,0,
2976,運輸,63826,0,1,N1
2977,手段,63819,0,1,N3
2978,交響,63763,0,0,
2979,戻っ,63748,0,0,
2980,立て,63743,0,0,
2981,共に,63730,0,1,N3
2982,知る,63730,0,1,N5
2983,規則,63702,0,1,N4
2984,防御,63686,0,0,
2985,相談,63680,1,1,N4
2986,芸名,63676,0,0,
2987,かかわら,63651,0,0,
2988,商店,63611,0,1,N2
2989,歩兵,63575,0,0,
2990,事例,63438,0,0,
2991,ベルリン,63386,0,0,
2992,環,63318,0,0,
2993,リン,63304,0,0,
2994,回復,63279,0,1,N3
2995,男優,63278,0,0,
2996,草,63272,1,1,N4
2997,国有,63249,0,1,N1
2998,りん,63236,0,0,
2999,普及,63221,0,1,N2
3000,前半,63206,0,0,
3001,知,63115,0,0,
3002,ちょっと,63101,0,0,
3003,現地,63082,0,1,N1
3004,青山,63081,0,0,
3005,体験,63014,0,1,N1
3006,人形,63001,0,1,N4
3007,ハイ,62980,0,0,
3008,初め,62980,0,0,
3009,訪れ,62956,0,0,
3010,格,62942,0,1,N1
3011,一貫,62879,0,0,
3012,合成,62840,0,1,N1
3013,受け付け,62821,0,0,
3014,相互,62782,0,1,N2
3015,ロケット,62780,0,0,
3016,いかが,62776,0,0,
3017,現場,62747,0,1,N3
3018,グランド,62711,0,0,
3019,始まっ,62710,0,0,
3020,残り,62630,0,1,N3
3021,バグ,62627,0,0,
3022,無線,62625,0,1,N1
3023,しばしば,62619,0,0,
3024,結ぶ,62604,0,1,N3
3025,連結,62569,0,0,
3026,武装,62555,0,1,N1
3027,三郎,62541,0,0,
3028,報,62430,0,0,
3029,原子力,62414,0,0,
3030,到着,62410,1,1,N3
3031,トーナメント,62405,0,0,
3032,向かっ,62405,0,0,
3033,ガ,62390,0,0,
3034,工,62374,0,0,
3035,積極,62355,0,0,
3036,あろ,62333,0,0,
3037,告知,62256,0,0,
3038,冠,62247,0,1,N2
3039,エジプト,62246,0,0,
3040,官報,62241,0,0,
3041,バイパス,62176,0,0,
3042,オール,62154,0,0,
3043,ワイド,62096,0,0,
3044,承認,62092,1,1,N3
3045,かおり,62091,0,0,
3046,供給,62064,0,1,N3
3047,帰属,62013,0,0,
3048,実は,62003,0,1,N3
3049,祭り,61984,1,0,
3050,刀,61978,1,1,N3
3051,ぼ,61870,1,0,
3052,ワシントン,61845,0,0,
3053,なん,61827,0,0,
3054,生まれる,61819,0,1,N5
3055,遅れ,61804,0,1,N1
3056,後藤,61801,0,0,
3057,しばらく,61795,0,0,
3058,わかる,61764,0,0,
3059,投資,61721,0,1,N1
3060,創,61717,0,0,
3061,大宮,61698,0,0,
3062,差別,61690,0,1,N3
3063,大きい,61663,1,1,N5
3064,柔軟,61663,0,1,N1
3065,始まる,61647,0,1,N5
3066,真実,61643,1,1,N1
3067,小野,61629,0,0,
3068,韓,61606,0,0,
3069,モンゴル,61548,0,0,
3070,願い,61539,0,1,N3
3071,東日本旅客鉄道,61514,0,0,
3072,ひろ,61511,0,0,
3073,模様,61496,0,1,N3
3074,ベルギー,61493,0,0,
3075,貞,61490,0,0,
3076,生じ,61483,0,0,
3077,全域,61469,0,0,
3078,乱,61448,0,0,
3079,仲,61435,1,1,N3
3080,措置,61425,0,1,N1
3081,事態,61422,0,1,N3
3082,元々,61398,0,1,N2
3083,貿易,61377,1,1,N4
3084,を通じて,61339,0,0,
3085,もっと,61327,0,0,
3086,演じ,61317,0,0,
3087,読者,61288,0,1,N1
3088,君主,61283,1,1,N1
3089,反映,61227,0,1,N2
3090,いただけ,61183,0,0,
3091,副作用,61101,0,0,
3092,朝日放送,61098,0,0,
3093,時刻,61076,0,1,N3
3094,フィールド,61067,0,0,
3095,優秀,61061,0,1,N3
3096,徹,61027,0,0,
